streamer_id,streamer_name,followers
775058235 ,StarlightOtter,167 
240591597 ,kstolls,159 
702126152 ,batty_beatrice,142 
181084925 ,Jinkie_Laval,133 
52606559 ,JamClowd,102 
61774072 ,PeatiJ,101 
791443572 ,betonies,58 
161156094 ,shutuplainey,57 
143723762 ,Petunya_VT,52 
162170675 ,LepiS8G,5576 
136838609 ,foxbustertv,1394 
137232188 ,NEIIXZZIMUS,1051 
112229981 ,NEWERAmozart,979 
70187183 ,aNfeli,937 
403405573 ,ledaxcod,812 
149846448 ,xer0_s,788 
58001889 ,nodyxzz,637 
121148098 ,The_NightfurY,483 
153762844 ,kebit_,423 
515077659 ,ravezorr,366 
109892999 ,flechongaaa,309 
39065150 ,unionsqdgaming,260 
618717831 ,stenen_94,239 
1042800054 ,humi_sultan2,221 
148125075 ,toxaazjebuh,206 
442889506 ,kikozjee,195 
71963974 ,cod2monk,188 
118035981 ,mavor1,185 
690485858 ,TrialStyle,164 
145721436 ,inzen__,116 
216209114 ,piezzasvip,111 
41489118 ,nicolasfragger,110 
213921546 ,ntcisley,109 
802701092 ,psihozaaaaa,101 
176587567 ,CROSS_fpss,84 
88101245 ,RicSarDkaaa,83 
912468361 ,masonsay,77 
525425017 ,n4sh3rr,73 
89687639 ,borzgod,63 
100388374 ,Kunoka13,43 
256669749 ,creekjjj,42 
963639289 ,allanzbr,39 
197731804 ,DomainCL,23 
787109308 ,CerkysCerkysCerkys,5 
29517590 ,Xenon_Slayer,424 
44003185 ,ArturGuglya,5759 
83250497 ,AMR_Krissy,726 
247034961 ,LaggNoodle,119 
701487956 ,ChookityWah,1007 
140167929 ,TheGoofcat,997 
140450055 ,AHumbleStreamer,55 
548015560 ,RealityRipple,511 
207736154 ,yae0318,324 
480282952 ,banban7241,321 
169545040 ,m9NaotoKan,194 
204124401 ,kohhh_listener,48 
81055709 ,ragtime_rev,952 
57619627 ,thewoofs,822 
39008123 ,mikeSpeedyAdventures,628 
258234946 ,NicoleBandit,481 
211113758 ,TrickyBananna,188 
72147741 ,MartianKat,1738 
156022385 ,Skandranon80,504 
129585112 ,slugwave,235 
459825008 ,FrostCase,52567 
103162486 ,Waifuconfirmed,117 
137313716 ,AlphaBrother,554 
231978331 ,DuChomp,500 
521785891 ,thetrickster1973,303 
678763717 ,greasy_dan_,209 
842436558 ,UntitledGameEnjoyer,118 
209382754 ,Tam1d,146 
241846424 ,sushiprincessx,2820 
547917015 ,KairaChagas,1526 
47456549 ,dolypero88,908 
225276032 ,DannMustDie,618 
410202756 ,bellaalves_,450 
77475525 ,ShadowRealm97,412 
119882194 ,Ahawkolypse,244 
61476991 ,Kingsnaka,166 
83800620 ,DemonikTeddyBear,154 
769475230 ,RaJaely,148 
765527641 ,fabiolino14,127 
1089135800 ,terrortaytay,43 
865490258 ,DeadlineTheRedactedOne,39 
1038239553 ,ChaniBoBani,14 
92737529 ,Lilia_Live,15370 
810430076 ,triz3ratops,1675 
430645735 ,VaultBoyy2,881 
78824247 ,PazuzuUK,858 
41540927 ,Suika_1,797 
70669654 ,DynastyDN,776 
521872179 ,xoDahliaDee,734 
106653124 ,ColeCzos,659 
503889458 ,TheWarFenix,411 
636944122 ,BuddhaTheFett,323 
898588053 ,Mancoronel,280 
71864050 ,Oopril,259 
197826791 ,Just_Monifer,200 
148571016 ,WatchPatchDoThings,168 
116834219 ,エスジ (sgk5551919),114 
136193977 ,DBAKristina,101 
1070959517 ,dark_argus_wall24,12 
66682941 ,Emilytotheann,15595 
766132332 ,ImpishMoon,5341 
36601833 ,SerSanju,1827 
256756190 ,Balicke,1171 
799815592 ,DiosVerde420,867 
79144108 ,Mouchedanldash,794 
719208635 ,CashmereTart,764 
533571841 ,LeeShooter25,745 
934065816 ,Naxarah,712 
153734482 ,Chrissiky,439 
89420174 ,Bountifulchaos,431 
59546764 ,TsukinoRaijin,394 
23897896 ,Balderdashe_,359 
94591745 ,UNDRWRLD__,315 
40489925 ,Xandahar,285 
202546073 ,AtomicRose72,251 
777103582 ,AnythiaRose,241 
191702612 ,LaGrandeGranata,237 
853322453 ,lina_lcrow,234 
103698561 ,Dr_Plantboss,188 
251168405 ,DarkishPredator,175 
987674921 ,StareDziadyPodcast,84 
95353702 ,seazonrightz_yt,36 
109710776 ,madfox1,14 
731528301 ,cat_the_one,546 
42989486 ,Stockingu,272 
80268514 ,tokimandee,1155 
543364184 ,Trunkashi,460 
146642293 ,JaydeadTheGoat,239 
37536 ,Alienware,131794 
42606504 ,PriorityOne,2494 
651238083 ,TriZander,1945 
52692544 ,Alt_Lexington,1574 
72053677 ,thedarkmomconsortium,1006 
52757752 ,CasualSAB,991 
84961565 ,klingonpopwarrior,925 
411257347 ,EndeavourGameOn,784 
27786625 ,MMOanthropology,740 
114017033 ,N3CRON_99,641 
437805169 ,DL_Greyson,537 
765158283 ,iAmTheGreatCornholio,513 
83748989 ,TheLucentArchangel,463 
68501494 ,TempusFugitGaming,456 
163124522 ,EDDYBINT,440 
417464799 ,JaziKatXoX,368 
27526318 ,Grebog,359 
160887856 ,medic357,359 
50212231 ,der_beutel,352 
409589988 ,tomdogs88,343 
1030953883 ,mutaraalliancestreams,338 
267448688 ,BaronVizkopa,302 
647000160 ,OldCouchGamer,285 
20152807 ,Stargate_Wars,282 
471412646 ,ShadowWing2019,275 
80156615 ,Tagcool,265 
127714436 ,dash_magnum,258 
38298762 ,mementh,226 
613935165 ,Martian_Gaming8,196 
78484434 ,Nazorin,156 
179567061 ,VashSyndicate,127 
538057720 ,Treky_STO,127 
409422380 ,VisitingWithMrV,109 
53457872 ,marhawkman,101 
41492690 ,KindarConrath,90 
931543331 ,theevoidcat,60 
650568828 ,eviLWoods,39 
838273063 ,her_other_half,38 
983453959 ,SilvaSkye,35 
1095448783 ,spock3843,21 
1063495906 ,Khemia_Chimaera,11 
986407549 ,TheGamingVeteran2023,11 
55356966 ,DEFEXE,7136 
468595306 ,perqaa_,971 
818045102 ,imGAWDtv,498 
655163456 ,HesitatedCobraGaming,284 
201966048 ,IBadgerrr,218 
213839156 ,BigCharles123,150 
189966376 ,huntercry93,136 
702976432 ,triggeredrt3,114 
787545609 ,aidyuh,48 
808255138 ,UghRoman,25 
945279907 ,dvuhsot1y,20 
98968225 ,JJPasak,51956 
67228786 ,Shark_Ericb,143 
43419232 ,elgster,65 
30610294 ,Jaidefinichon,406745 
88803908 ,Hugo_One,121285 
22680841 ,Joshimuz,104902 
155042124 ,KURTISKUSH,100024 
1910522 ,Kreyg,60134 
56160176 ,DatesSL,38227 
145441367 ,snox1c,36173 
70063231 ,narancs_97,28328 
437927292 ,mervin_tv,27382 
140343538 ,TheNevZone,24717 
58803677 ,Sumo_Behun,24017 
167645711 ,keinerrr,23556 
20791838 ,Tirean,23037 
973598407 ,pllxwn1k,20010 
29836436 ,LotsOfS,19773 
452225863 ,BGameTeamOfficial,17984 
80383396 ,MatDehl,14221 
72058243 ,FacelessClown,13321 
49608949 ,cestovas,12925 
65156696 ,Crucial,12050 
236108989 ,pipivelez,10774 
643901095 ,v4ru__,8264 
646256776 ,EllingtonTV,8195 
468549638 ,TheSoundTTV,7723 
270000921 ,lbaTzl,7631 
160145980 ,GramyPomagamy,6927 
182821992 ,FakeDutra,6349 
735545993 ,skyline_th,5215 
998525502 ,skalliccc,5075 
434715273 ,BadgerGoodger,4172 
736917283 ,Glomerius,4004 
739648760 ,guivanetti,3903 
272678466 ,r0x1c,3577 
785822307 ,betoalbayrak61,3416 
156361957 ,Joannathegirlgamer3,3373 
195106511 ,luckyvideo,3291 
100895363 ,graveboi_,2904 
426415813 ,Pape,2883 
90175029 ,cazpersky,2855 
675907738 ,davidthemcveteran,2835 
137566310 ,Dixelito,2701 
409883648 ,punisherbk,2625 
466455845 ,eternallyu,2530 
885560684 ,EsIstManu,2437 
515782952 ,vvvelz,2311 
118461976 ,ItsDeeezy,2236 
638467386 ,reysss77,2194 
43246889 ,Faultything,2024 
128960799 ,Kobbyy97,2010 
583021669 ,sdcarvalho_ofc,1944 
55441472 ,LordFreesus,836 
43900321 ,carbonehell,245 
524056495 ,Nate_the_Clown,206 
1065740507 ,Sevs_HD,60 
77170737 ,EZScape,21193 
407417435 ,elballestass,510 
448382482 ,sawuaya,488 
162588334 ,altraack,452 
157317584 ,ReallySmoothBrain,377 
39337801 ,Zerozheaven,325 
241987220 ,sad_panda90,315 
224216588 ,PhMoraiss,296 
816851595 ,8bitbarber,296 
69381256 ,nero_dq,199 
579660103 ,bkspc1,110 
1054415736 ,odettanne,85 
228004351 ,blaze9752,44 
88864302 ,Chocobobo19,34 
837798292 ,anechek1337,4521 
734082589 ,Sn1p3r_Matty,398 
39869362 ,si0ux2,186 
238366219 ,ShamanLabs,23 
465964521 ,langhu_,440 
614089501 ,FriendlyVI,237 
160956442 ,asukabestgirl,235 
221327139 ,conejolopez9,131 
213843599 ,kaneki_on_fire,91 
814684688 ,sethfps15,998 
900014104 ,sonicgamer650,925 
545939819 ,ch3rryb0mbgaming,784 
793060324 ,gonngor29,464 
801890842 ,RR_Deo,220 
69774552 ,rojan_xd,80 
89627964 ,TheHotdish,15609 
65623168 ,VicPageGG,15130 
469739404 ,ti8ick,12471 
39337034 ,Yanek,12180 
26767969 ,GivTater,8803 
663422139 ,Karporace,8584 
107385328 ,emmaxmaree,5932 
171857388 ,szwiorka,5877 
142917562 ,sugarmellie,5566 
532057065 ,Risstar,5429 
76625740 ,SH4WN,4461 
188980158 ,versachiko,4128 
133516880 ,justEveris,3819 
617498582 ,CyraStreams,3113 
79064696 ,Noviek_,2575 
102051003 ,Coltdiggity,2253 
83534261 ,FiauraTheTankGirl,2253 
44346383 ,Burakki_Vittone,1909 
98974231 ,brittahkiin,1846 
604739401 ,KUROHANElives,1659 
72621271 ,Zukanna,1476 
431146410 ,ApexxWitch,1374 
681512266 ,juniberi,1244 
106722101 ,green__bob,1241 
414653637 ,GhostSirenOfficial,1125 
277654867 ,Winkuzz,1090 
70949871 ,guildadojao,1037 
138852371 ,ExPlaysGames,980 
67002337 ,RuneMeisterKris,978 
134026173 ,funnelkaek,946 
641209388 ,CellicaTsarra,929 
721576098 ,Dovahkini,916 
177720126 ,RioTheAutomator,908 
757932067 ,WinkoVT,908 
449987465 ,FinalgearX,885 
456817547 ,dictor_ribin,870 
507364763 ,FinnleyShortstuff,854 
48175628 ,OutermostGhost,825 
74357692 ,GCVazquez,801 
30434682 ,Shaggit,785 
22484258 ,ConclaveOfDragons,721 
26692718 ,ElegantFrost,708 
152058111 ,Temisea,688 
103419479 ,jiujube,665 
197814305 ,Vincent_McHale,633 
73884538 ,pamtaloons,612 
266933392 ,TheDoSiDuo,577 
126003409 ,Sylphia,556 
192353424 ,ItsSlurpbae,537 
789282711 ,MadMonkeeeyyy,497 
717250111 ,ThePeculiarClub,10234 
118617735 ,thezeebee,8340 
222937225 ,SunnyTeaa,4121 
604140743 ,Roxylumn,3507 
270044471 ,soundydragon,3000 
644887721 ,Its_Just_Katie,1905 
997236058 ,chelovek1xoroshiy,1267 
58706969 ,thehairlineparadox,1258 
112163448 ,alien_rabbit,1244 
86437058 ,Fuchsfrollein,1157 
238866002 ,afroxAries,1155 
677119823 ,EchoTheGoddess,828 
697538239 ,LeokoVT,761 
124980283 ,nessimonstar,710 
40231558 ,ArkantBG,596 
462358588 ,IoSonoMike,546 
505193005 ,ELEARHT236,515 
597853256 ,Wuxian____,463 
86711265 ,oIivia,427 
438256274 ,Nzodium,411 
549070325 ,Ivalys_Aoibara,403 
232694075 ,ScribeOfNeptune,386 
278040954 ,Daxi1020,366 
174211687 ,CrystalMagic420,326 
554286726 ,dragonBishh,301 
614759984 ,Reina_lr,294 
15623507 ,VainX,286 
572476775 ,mikhshep,222 
59610483 ,Etherealexe,203 
191379275 ,SapphirixJade,201 
896514235 ,cocostaffie,195 
73447415 ,Medea_Liddell,182 
965644696 ,Helentaile,163 
413396389 ,ile_hm94,154 
408166664 ,AgntTinyBooty,154 
169876842 ,afraidxmonsters,143 
152867604 ,LivistOchka,143 
81162601 ,Daerth_,104 
889303916 ,AliasHyacinth,99 
856483325 ,skynicolasctm,85 
838449391 ,LolaHex,76 
477529274 ,grand_mastermon49,73 
996203330 ,Dusiscea,65 
869845494 ,Yaqub_Qamar,63 
415350730 ,sapokuu,56 
112756511 ,WitheWolfy49,56 
886626383 ,Dantexette,53 
127954912 ,zhepiroth,52 
1049081738 ,maricats73,34 
603544628 ,ValkeaJewel,21 
753288674 ,TheOneDanbob,312 
78641820 ,serenuy,371 
141122650 ,gusjohnson,205082 
111065402 ,Beardlyman,13084 
102980598 ,sushifur,9365 
100925204 ,Miss_Akane,5861 
91446448 ,StripeyDragon,4410 
38796435 ,UncleLander,4064 
130699023 ,miruku_hoshi,3736 
50367678 ,mozcore,3651 
266008051 ,WIZARJRY,3439 
500073939 ,TigMaddison,3157 
89849893 ,NankishD,2263 
156999216 ,MochiVanBonBon,2228 
153115187 ,Dollcake,2086 
573750947 ,Xp1osiveKitten,1918 
131379491 ,MysticSopath,1812 
412935979 ,BiTTERBERRi,1761 
56335939 ,ninjahitman15,1722 
180896268 ,xiuhcoatyl,1678 
69717856 ,ExceedTK,1230 
563740382 ,Oddbox_Geo,1129 
65984052 ,jonnyaki,1059 
627725979 ,WinsomeWhaleshark,1054 
129638280 ,boominhoomin,1038 
95302920 ,CharonStream,1036 
801160301 ,AnnoMorana,969 
237107684 ,BrainofQUINN,938 
517951871 ,Arch_Cabbage,904 
195020234 ,40wattRange,902 
9833880 ,dukey03,862 
147807055 ,tabby_meow,859 
121071460 ,てきーらりり (tequilalily),839 
165297809 ,GoldenCargo,736 
670513886 ,armandobond003,725 
643363327 ,jupybara,725 
616750752 ,EvilGrenka,633 
51395362 ,EastNewsFul,615 
456099337 ,PunchLazers,572 
156466357 ,BideMyTime,569 
42813233 ,MrButtersox,546 
92199274 ,LuvlyZybar,530 
568866433 ,ravencrow007,526 
750255590 ,TheGameWanderer_,515 
252006798 ,timaaahhhh,496 
187064604 ,LivingDeadQueen,495 
700230826 ,severnaya_kosulya,493 
870471016 ,VelvetVioletVT,488 
3142604 ,Symbianto,486 
132325560 ,meqomi,482 
173784833 ,MumblebeeMomo,481 
50361250 ,kemi_jpg,442 
9092112 ,FeliciaDay,248315 
264727777 ,taigaxholic,112836 
101041809 ,2thy,94033 
59632090 ,SourKoolaidShow,46082 
91904368 ,boba,43548 
87882405 ,tomatoanus,37978 
19075919 ,TallerToast,18957 
702640496 ,miia,15972 
21447632 ,Getawhale,14776 
42598730 ,Lantheos,9511 
47897305 ,MyDearSerenity,8556 
70031189 ,ArupakaSan,7739 
25468481 ,Lennic,7571 
613767485 ,B1llsPC,7298 
142186717 ,HeyMeowdy,6716 
189991311 ,TheOrigamiGuru,6501 
216983739 ,UsamiShina,6136 
110554147 ,Merudesu,5739 
245313890 ,LaeleDarling,5212 
