streamer_id,app_id
31239503,10
76508554,10
25690271,10
71190292,10
36717908,10
163299585,10
37287763,10
66076836,10
47207941,10
39154778,10
35936871,10
186637705,10
39393023,10
218726370,10
753198480,10
29512470,10
36858184,10
25093116,10
103262684,10
46717011,10
29468517,10
38024128,10
102302893,10
71167031,10
21442544,10
75891532,10
29039515,10
55898523,10
85943836,10
28635446,10
159974499,10
66272442,10
126902046,10
26202775,10
655332536,10
139345001,10
53052202,10
43045369,10
85603763,10
178752007,10
133850478,10
48243045,10
182144693,10
26959170,10
38590945,10
268731435,10
144261138,10
27757893,10
38019007,10
104435562,10
19804231,20
132173480,20
25681640,20
38063688,20
531882990,20
72002223,20
227443200,70
113072570,70
99696534,70
163957787,70
183094685,70
144087468,70
123361885,70
63781973,70
145622339,70
39665745,70
428409230,70
190409723,70
661599031,70
126003585,70
63713553,70
48432844,70
178691856,70
685953886,70
39783481,70
74381497,70
448090253,70
42772387,70
170448103,70
93109333,70
55285607,70
65676387,70
827215115,70
825287813,70
780129572,70
514469881,70
470261470,70
86151320,70
649681757,70
710233723,70
400887328,70
54723694,70
192719515,70
481222499,70
232561302,70
601089358,70
470445467,70
582160661,70
625734159,70
494492266,70
678153204,70
487569226,70
127088451,70
627880007,70
177992797,70
476988855,70
32206213,400
52480667,400
122300753,400
678767319,400
48751294,400
86641892,400
957316570,400
72351714,400
138851731,400
490947177,400
458171631,400
520690927,400
114492069,400
97678945,400
464088881,400
224747241,400
175264949,400
205482238,400
62149182,400
537292584,400
124942889,400
423486818,400
21503380,400
856646090,400
972990613,400
957765581,400
656242516,400
698545953,400
636574598,400
1035016095,400
520975261,400
463758645,400
558806680,420
25467580,440
48029091,440
27541787,440
823064800,440
21255999,440
67735985,440
81926959,440
41913448,440
402091341,440
743684821,440
180001205,440
46891621,440
3282480,440
131642895,440
130851299,440
35820361,440
104324544,440
117143573,440
94369010,440
86999653,440
115792821,440
156018590,440
2251001,440
191069529,440
109402373,440
81914301,440
478429749,440
139243247,440
535973710,440
247425030,440
159718008,440
597764424,440
411161351,440
140316831,440
53485404,440
36504110,440
31294001,440
168716980,440
87610949,440
89600533,440
35806099,440
38965392,440
43528773,440
75287811,440
247844910,440
401646613,440
193369500,440
53662103,440
519593563,440
185258751,440
694379609,500
82906391,500
197544292,500
614391854,500
428635324,500
541232242,500
537307990,500
66140438,550
791066687,550
36704122,550
135991050,550
203174840,550
157798163,550
411345018,550
566361631,550
724529646,550
188643811,550
116484101,550
91884649,550
203987979,550
430621736,550
19395932,550
214262104,550
74441898,550
874156594,550
685709822,550
108425460,550
415000987,550
40078086,550
71765600,550
16391397,550
74623953,550
694161319,550
721641090,550
508584487,550
463765738,550
419191847,550
582211111,550
12395167,550
206646492,550
811105764,550
423808973,550
427234965,550
40846013,550
770862510,550
809647673,550
416704346,550
129313951,550
499778987,550
401710186,550
598771548,550
253496710,550
125636104,550
672322041,550
41555787,550
206455799,550
65942142,550
688611748,570
40488774,570
37705807,570
124304147,570
39176440,570
475757024,570
52203144,570
36481935,570
30816637,570
67708794,570
42316376,570
108268890,570
31089858,570
68950614,570
87186401,570
265940345,570
51435464,570
21802540,570
87056709,570
87791915,570
63667409,570
115842730,570
39176452,570
50958896,570
129339704,570
851088609,570
41343682,570
24811779,570
448483289,570
121821372,570
61952474,570
101204178,570
31113075,570
49440419,570
40754777,570
51229960,570
39048329,570
191037518,570
441460079,570
53205610,570
124021995,570
22561231,570
71558231,570
270259727,570
35916854,570
141477796,570
107321074,570
140968760,570
431644708,570
194701696,570
190317501,620
116618663,620
442310584,620
720035695,620
45861120,620
131460627,620
122863282,620
644830187,620
744427042,620
55443248,620
855373395,620
164526301,620
183600104,620
562721144,620
121182032,620
650875939,620
655814174,620
48944891,620
102468446,620
207662163,620
238749833,620
450246887,620
271808620,620
189925939,620
43494586,620
54431770,620
125614660,620
61042156,620
453640117,620
67001668,620
186117824,620
695317082,620
105120436,620
134865820,620
904588026,620
559962875,620
670236974,620
553542831,620
759361423,620
50262191,620
596766848,620
693175665,620
168558690,620
41429292,620
761015813,620
52314078,620
1021840342,620
886862140,620
985495716,620
918600127,620
84836384,2200
44063497,2200
257420273,2200
139950331,2200
138695593,2200
69119998,2200
31437185,2200
12949824,2200
102938005,2200
498194205,2200
684264792,2200
594616317,2200
26808020,2200
713332651,2310
486314437,2310
42975730,2310
1018025924,2310
81335325,2310
40459066,2310
154177761,2310
509343292,2310
50791820,2310
39729686,2310
753177993,2310
101341399,2310
788947023,2310
932505056,2310
22410859,2320
25353492,2320
194427028,2320
110036445,2600
746989662,2600
403293418,2600
703375477,2600
66952811,2600
67067705,2600
91117235,2600
50560457,2600
501930914,2600
97974198,2600
966079429,2600
775058235,2600
240591597,2600
702126152,2600
181084925,2600
52606559,2600
61774072,2600
791443572,2600
161156094,2600
143723762,2600
162170675,2630
136838609,2630
137232188,2630
112229981,2630
70187183,2630
403405573,2630
149846448,2630
58001889,2630
121148098,2630
153762844,2630
515077659,2630
109892999,2630
39065150,2630
618717831,2630
1042800054,2630
148125075,2630
442889506,2630
71963974,2630
118035981,2630
690485858,2630
145721436,2630
216209114,2630
41489118,2630
213921546,2630
802701092,2630
176587567,2630
88101245,2630
912468361,2630
525425017,2630
89687639,2630
100388374,2630
256669749,2630
963639289,2630
197731804,2630
787109308,2630
29517590,2840
44003185,2990
83250497,2990
247034961,3020
701487956,3540
140167929,3540
140450055,3720
548015560,3900
207736154,3900
480282952,3900
169545040,3900
204124401,3900
81055709,6010
57619627,6010
39008123,6010
258234946,6010
211113758,6010
72147741,6310
156022385,6310
129585112,6310
459825008,6850
103162486,6850
137313716,6860
231978331,6860
521785891,6860
678763717,6860
842436558,6860
209382754,6900
241846424,7000
547917015,7000
47456549,7000
225276032,7000
410202756,7000
77475525,7000
119882194,7000
61476991,7000
83800620,7000
769475230,7000
765527641,7000
1089135800,7000
865490258,7000
1038239553,7000
92737529,7670
810430076,7670
430645735,7670
78824247,7670
41540927,7670
70669654,7670
521872179,7670
106653124,7670
503889458,7670
636944122,7670
898588053,7670
71864050,7670
197826791,7670
148571016,7670
116834219,7670
136193977,7670
1070959517,7670
66682941,8870
766132332,8870
36601833,8870
256756190,8870
799815592,8870
79144108,8870
719208635,8870
533571841,8870
934065816,8870
153734482,8870
89420174,8870
59546764,8870
23897896,8870
94591745,8870
40489925,8870
202546073,8870
777103582,8870
191702612,8870
853322453,8870
103698561,8870
251168405,8870
987674921,8870
95353702,8870
109710776,8870
731528301,9200
42989486,9200
80268514,9480
543364184,9480
146642293,9480
37536,9900
42606504,9900
651238083,9900
52692544,9900
72053677,9900
52757752,9900
84961565,9900
411257347,9900
27786625,9900
114017033,9900
437805169,9900
765158283,9900
83748989,9900
68501494,9900
163124522,9900
417464799,9900
27526318,9900
160887856,9900
50212231,9900
409589988,9900
1030953883,9900
267448688,9900
647000160,9900
20152807,9900
471412646,9900
80156615,9900
127714436,9900
38298762,9900
613935165,9900
78484434,9900
179567061,9900
538057720,9900
409422380,9900
53457872,9900
41492690,9900
931543331,9900
650568828,9900
838273063,9900
983453959,9900
1095448783,9900
1063495906,9900
986407549,9900
55356966,10090
468595306,10090
818045102,10090
655163456,10090
201966048,10090
213839156,10090
189966376,10090
702976432,10090
