discussion_id,game_id
168139155,1091500
167018359,1091500
166836421,2344520
168085620,2344520
167243243,2344520
167102549,2344520
167075036,2344520
166863799,2344520
166879237,2344520
166936813,2344520
166858680,2344520
167383621,2344520
167092646,2344520
167463776,2344520
166918661,2344520
167406761,2344520
167070373,2344520
166841207,2344520
169150605,2344520
167098606,2344520
167193298,2344520
167177240,2344520
167594658,1235140
167964712,1235140
168148740,1235140
168230952,1235140
168319345,1235140
166840326,1235140
168749629,1235140
167261398,1235140
167703391,1235140
167520234,1235140
167359717,1235140
167339040,1235140
167292736,1235140
167257533,1235140
168452208,1235140
167469494,1235140
166897924,1235140
166888016,1235140
167280093,1235140
168731781,1235140
167065806,553850
167141800,553850
167044568,553850
167100253,553850
167399848,553850
167641413,553850
167990530,553850
168759698,553850
167825845,553850
167144382,553850
168803012,553850
167314310,553850
168524547,553850
167985451,553850
167300679,553850
168383144,553850
168404838,553850
167238776,553850
167328157,553850
167812766,553850
167522314,1525700
167023300,1525700
167879220,1525700
167341249,1525700
167664796,1525700
168175374,1525700
167704981,1525700
168680856,1525700
168633738,1525700
167401682,1525700
168751313,1525700
167544349,1525700
168610234,1525700
168555909,1525700
167213422,1525700
167676313,1174180
166836015,1174180
168484830,1174180
168210425,1174180
166907218,1174180
168432421,1174180
167635413,1174180
166882702,1174180
168775268,1174180
168699335,1174180
168225638,1174180
166863545,1174180
166910417,1174180
168530389,1174180
168943081,1174180
168402737,1174180
167023592,1174180
169183757,1174180
167446656,1174180
168336385,1174180
167055422,990080
168556290,990080
168508450,990080
168462476,990080
167460762,990080
166917655,990080
168654983,990080
167559458,990080
167264027,990080
167765132,990080
167378641,990080
168895424,990080
167622420,990080
166873438,990080
167037913,990080
168398678,990080
169206696,990080
166954432,990080
167697145,990080
168926862,990080
168825731,1672970
167543767,1672970
167860366,1672970
167234076,1672970
168043271,1672970
167807774,1672970
167200100,1672970
168915003,1672970
169167325,1672970
169106911,1672970
168867810,1672970
168943901,1672970
169050572,1672970
167862115,1672970
167347393,1672970
169015925,1672970
169003645,1672970
167455153,1672970
169060377,1672970
168811572,1672970
168147646,1967260
167584102,1967260
169025583,1967260
168732256,1967260
168029892,1967260
167062989,1446780
167564715,1446780
167177379,1446780
168548856,1446780
166978092,1446780
167151399,1446780
168424237,1446780
168459226,1446780
168442505,1446780
167020569,1446780
168795245,1446780
167263378,1446780
167133321,1446780
168353271,1446780
169229267,1446780
169184224,1446780
169175937,1446780
168811643,1446780
168493097,1446780
168466553,1446780
168325478,813230
166893420,813230
168162714,813230
167986489,813230
166898922,813230
166882119,813230
166836039,813230
167251808,813230
168393818,813230
167423646,813230
168300173,813230
168939880,813230
167553162,813230
168417817,813230
169137336,813230
169008716,813230
168739087,813230
168582965,813230
168435289,813230
168340480,813230
168239483,2208920
168445182,2208920
166841670,2208920
168138462,2208920
168837359,2208920
166935131,2208920
168912601,2208920
169144091,2208920
167743911,2208920
169180100,2208920
168803181,2208920
168999441,2208920
168845209,2208920
169191592,2208920
168647349,2208920
168682882,2208920
168872844,2208920
167017918,2208920
168560897,2208920
168984908,2208920
166987972,2054970
167060605,2054970
167377210,2054970
168393123,2054970
167522710,2054970
168838152,2054970
167890783,2054970
168058560,2054970
168968681,2054970
168348370,2054970
169002456,2054970
169174465,2054970
168397058,2054970
169178165,2054970
168894429,2054970
169028814,2054970
168125358,2054970
169055000,2054970
168445576,2054970
168353180,2054970
167503563,1145350
167486018,1145350
167820693,1145350
167270382,1145350
168363615,1145350
167050576,1145350
168121562,1145350
168124666,1145350
167942037,1145350
167833585,1145350
168196812,1145350
167492151,1145350
168621033,1145350
167298500,1145350
168540088,1145350
167433033,1145350
167405424,1145350
167880222,1145350
168826566,1145350
168431753,1145350
167679113,1920480
166965925,1920480
167601902,1920480
168402578,1920480
167071433,1920480
168054635,812140
167298333,812140
167296448,812140
168592449,812140
166841557,812140
166950264,812140
168707669,812140
166959616,812140
168022073,812140
167426108,812140
167672760,812140
167543487,812140
168989296,812140
167023434,812140
168943608,812140
169185783,812140
168880839,812140
168873055,812140
167300179,812140
167042966,812140
167532808,1363080
167022477,1363080
168531814,1363080
167166450,1363080
168110315,1363080
167905539,1363080
168790554,1363080
168554494,1363080
168082879,1363080
168825823,1363080
168537594,1363080
167897073,1363080
167214610,1363080
168472833,1363080
167574259,1363080
167184663,1363080
167678241,1363080
168836631,1363080
168828849,1363080
166870330,1363080
167458076,1244950
168161918,1244950
168710031,1244950
168308118,1244950
168735774,1244950
168446831,2519060
168330204,2519060
166843097,2519060
168697582,2519060
168547922,2519060
168944390,2519060
168372859,2519060
168446918,2519060
168587725,2519060
168464612,2519060
168754814,2519060
168719574,2519060
168646796,2519060
168591499,2519060
168881258,2519060
168406005,2519060
169119327,2519060
168456784,2519060
168844728,2519060
168911430,2519060
168109881,2420110
167759272,2420110
167948319,2420110
168675966,2420110
166920153,2420110
167320425,2420110
167548238,2420110
167046748,2420110
168209770,2420110
168300516,2420110
168914557,2420110
168855547,2420110
168578296,2420110
167494867,2420110
167551041,2420110
166937533,2420110
168671461,2420110
168025117,2420110
168676636,2420110
168145138,2420110
168526063,232090
167445741,232090
167318813,232090
168614495,232090
168769335,232090
167765559,232090
168711700,232090
168705759,232090
167395464,232090
167303900,232090
166898557,232090
167157258,232090
167315035,232090
167768112,232090
167338127,232090
169192335,232090
169116397,232090
169111543,232090
168991497,232090
168703372,232090
168632459,1402120
167254539,1402120
167131897,1402120
167383260,1402120
167119627,1402120
168368069,1402120
167972078,1402120
167497468,1402120
167120695,1402120
167182494,1627720
167166632,1627720
168433581,1627720
167515270,1627720
167569098,1627720
168374058,1627720
168520871,1627720
168953758,1627720
168830397,1627720
169081925,1627720
168974602,1627720
168064345,1627720
169030781,1627720
168530691,1627720
168760511,1627720
168505506,1627720
167520265,1627720
167538077,1627720
168998972,1627720
167118439,1627720
168192980,1145360
168405392,1145360
167086658,1145360
167470835,1145360
169106472,1145360
167773667,1145360
168050635,1145360
167792078,1145360
169092711,1145360
168401990,1145360
166891758,1145360
169080980,1145360
168494133,1145360
168803402,1145360
168520669,1145360
168351206,1145360
169160150,1145360
168602459,1145360
167645976,1145360
169102364,1145360
168262862,356650
168041685,356650
169020989,1868140
169076579,1868140
168914166,1868140
167223781,1868140
167231730,1868140
169160847,1868140
168392944,1868140
167498180,1868140
168698154,1868140
167412004,1868140
168990261,1868140
168807546,1868140
168686610,1868140
169036786,1868140
168496937,1868140
167935567,1868140
168673178,1868140
169130871,1868140
169177833,1868140
167984439,1868140
167307535,1851020
168817818,1851020
166875290,1851020
168471327,2195250
168364842,2195250
166885945,2195250
168388606,2195250
166839058,2195250
168607562,2195250
166855510,2195250
166968188,2195250
169054802,2195250
168751185,2195250
167570099,2195250
168395520,2195250
168152734,2195250
168593607,2195250
166904634,2195250
169103903,2195250
168394397,2195250
168802148,2195250
168342808,2195250
168654446,2195250
166958006,1879330
168605962,1879330
167532361,1879330
167423321,1544020
167478293,1544020
168369301,1544020
167782362,1544020
169092754,1544020
167005448,1544020
168003098,1544020
169205433,1544020
167324853,1544020
168250764,1544020
168920233,1544020
168542149,1544020
168931735,1544020
168903640,1544020
167547050,1544020
168286711,1544020
167367019,1544020
167424759,1544020
168728945,1544020
167015511,1544020
168028220,977880
167373145,977880
168601419,977880
168435552,977880
168760817,977880
167676075,377160
167013614,377160
167589279,377160
166913625,377160
167063035,377160
168682465,377160
167031117,377160
168060815,377160
168723378,377160
167071213,377160
167913612,377160
167631631,377160
167086667,377160
168634479,377160
168711083,377160
166834804,377160
168426940,377160
167566587,377160
169060198,377160
168672308,377160
167001524,1049320
168356472,1049320
167528122,1049320
166939712,1049320
167698060,582010
167038053,582010
167225649,582010
168873477,582010
167504150,582010
167424574,582010
168236993,582010
168166717,582010
168480634,582010
169198035,582010
169007730,582010
168419118,582010
169163532,582010
168278423,582010
168050782,582010
168009631,582010
167623394,582010
167187704,582010
167068161,582010
168355626,582010
168450355,2171560
167114387,2171560
167719845,2171560
167529680,2171560
167184313,2171560
168263833,2171560
167516918,2171560
168368915,2171560
168656985,892970
167090903,892970
167073719,892970
167232553,892970
167547854,892970
168171994,892970
168214487,892970
167553717,892970
167677870,892970
168400224,892970
167944722,892970
166962324,892970
167199907,892970
168397864,892970
167000166,892970
168181084,892970
168225508,892970
167576561,892970
168566946,892970
169098563,892970
166853354,271590
167175019,271590
167947678,271590
168702363,271590
168329285,271590
168350967,271590
167017997,271590
168214119,271590
167505403,271590
168986720,271590
168196459,271590
167196127,271590
167462324,271590
168484649,271590
168185874,271590
168222554,271590
169027585,271590
167183189,271590
168407478,271590
168814929,271590
163787028,2142330
165516423,2142330
166239261,2142330
167252732,1778820
167124324,1778820
168485587,1778820
168337995,1778820
167161204,1778820
168545207,1778820
167536666,1778820
168129503,1778820
167016947,1778820
167895022,1778820
167662968,1778820
167388396,1778820
167091151,1778820
168287703,1778820
167376992,1778820
168438608,1778820
168731687,1778820
168507547,1778820
167044297,1778820
167237978,1778820
168034669,1151640
168377556,1151640
168020567,1151640
167067954,1151640
168360361,1151640
167154932,1151640
167143854,1151640
168229451,1151640
168945166,1151640
168361242,1151640
168256582,1151640
169128270,1151640
169123727,1151640
167612220,1151640
168357883,1151640
168968208,1151640
168284989,1151640
168132752,1151640
169120741,1151640
168932327,1151640
168456814,1593500
167447892,1593500
167260380,1593500
167860642,1593500
167840310,1593500
168364000,1593500
167802562,1593500
169038238,1593500
167788787,1593500
169081185,1593500
166834977,1593500
168925771,1593500
167072509,1593500
169182398,1593500
169132784,1593500
168996059,1593500
168951075,1593500
168768516,1593500
168749653,1593500
168742491,1593500
168016175,1313140
167109287,1313140
168482121,1313140
167604132,1313140
167542531,1313140
167145574,1313140
167246834,1313140
168259074,1313140
168947347,1313140
168848905,1313140
168554048,1313140
167760263,1313140
168014671,1313140
168639629,1313140
168432645,1313140
168551896,1313140
169135536,1313140
168914806,1313140
167941128,1313140
168516866,1313140
167677756,1888930
168365999,1888930
166889034,1888930
168356918,1888930
167295605,1888930
167622347,1888930
168158416,1888930
167202717,1888930
168320484,1888930
168000981,1888930
167795664,1888930
168879224,1888930
167186583,1888930
168925619,1888930
167022550,1888930
167034895,1888930
168113804,1888930
168449979,1888930
168845849,1888930
168558048,1888930
168135075,1244800
167315659,1244800
166850401,1244800
167663685,1244800
167771711,1244800
168734040,1244800
168028704,1244800
167423986,1244800
167409432,1244800
167285894,1244800
168142106,1244800
167242696,570940
167651608,570940
167837943,570940
167659395,570940
168557841,570940
167509218,570940
167335878,570940
167479410,570940
167754357,570940
168558475,570940
168640333,570940
167235570,570940
167397570,570940
169051008,570940
168757986,570940
167167083,570940
167448081,570940
168881806,570940
167539066,570940
167584374,570940
166960881,1172620
167731979,1172620
167032444,1172620
167403984,1172620
167816546,1172620
168345976,1172620
168111849,1172620
168388344,1172620
167816890,1172620
168389074,1172620
168569947,1172620
166877959,1172620
167311539,1172620
167491648,1172620
168527403,1172620
168385249,1172620
168651594,1172620
168483978,1172620
168485932,1172620
168649586,1172620
167007379,1839880
167311819,1839880
167813496,1839880
168546643,1839880
168111006,1839880
169116875,1839880
168787890,1839880
167368319,1150530
167370695,1150530
167381165,1150530
167465737,1150530
168153076,1150530
167451113,1150530
167092528,1150530
167557368,1150530
167093469,1150530
167426142,1150530
167536944,1150530
167870044,1150530
167535662,1150530
168590760,1150530
167554057,1150530
167366457,1150530
168430695,1150530
168251145,1150530
167456382,1150530
168176853,1150530
167359304,1177980
167305840,1177980
168418633,1177980
166851685,1177980
167569326,1177980
168272359,1177980
167753711,1177980
168181962,1177980
167873897,1177980
168348409,1177980
167593490,1177980
167577381,1177980
168407391,1177980
167543390,1177980
168745266,1177980
168491225,1177980
167612415,1177980
169050839,1177980
169028130,1177980
168943191,1177980
167490522,2050650
167624387,2050650
167087893,2050650
168038974,2050650
167967369,2050650
168529493,2050650
166853404,2050650
168769547,2050650
167003152,2050650
167183097,2050650
167015836,2050650
168799929,2050650
168039168,2050650
168985143,2050650
168281537,2050650
169026994,2050650
168389290,2050650
167571197,2050650
169016507,2050650
168797365,2050650
168129833,347800
168629867,347800
169119719,347800
166972489,347800
168724698,347800
168065126,347800
168708635,347800
169012005,347800
168452985,347800
166950326,2111190
167016923,2111190
167106027,2111190
167528907,2111190
167942890,2111190
167513848,2111190
167395379,2111190
168553872,2111190
167235620,2111190
168742592,2111190
169036941,2111190
167008943,2111190
168590230,2111190
167082055,2111190
167546022,2111190
168913871,2111190
169069567,2111190
168970978,2111190
167008373,2111190
167253581,2111190
168161256,814380
167045396,814380
168701719,814380
167319346,814380
168469510,814380
167254856,814380
168315869,814380
168216133,814380
168567624,814380
168001861,814380
167662111,814380
168927506,814380
168469836,814380
168941429,814380
167235849,814380
168804172,814380
169080984,814380
168935617,814380
168466670,814380
168445469,814380
168377391,359550
167892324,359550
167529303,359550
168587727,359550
168020374,359550
167213007,359550
166842559,359550
167376797,359550
168173830,359550
167247916,359550
167203250,359550
167229113,359550
167653468,359550
168656141,359550
167162102,359550
168767825,359550
167776600,359550
167245446,359550
168448698,359550
167405169,359550
167635994,1142710
167769264,1142710
168086467,1142710
166925609,1142710
166990978,1142710
168086441,1142710
168357231,1142710
167412084,1142710
168169686,1142710
167024979,1142710
168542300,1142710
168678042,1142710
168185864,1142710
168086698,1142710
168085634,1142710
168103945,1142710
167619785,1142710
168951561,1142710
168086442,1142710
168090381,1142710
167110951,294100
168266703,294100
166893301,294100
168856795,294100
167564434,294100
167308967,294100
167673570,294100
168549444,294100
168517810,294100
167206673,294100
168139615,294100
167275184,294100
168969610,294100
169056027,294100
168513151,294100
168434780,294100
168413512,294100
168228482,294100
167390961,294100
167057684,294100
166838934,413150
168078675,413150
167816721,413150
167514997,413150
167352250,413150
169105696,413150
166927756,413150
168678765,413150
167839057,413150
168673004,413150
168107770,413150
169178955,413150
167603928,413150
167496853,413150
166869856,413150
168191483,413150
168633125,413150
167383025,413150
169035106,413150
168910300,413150
167925761,315210
167655922,315210
168513187,315210
166868396,315210
169028412,315210
168674653,315210
167722139,315210
168172644,315210
168452437,315210
169115487,315210
167150552,315210
168844909,315210
168215063,315210
168723750,315210
168938962,315210
169026327,315210
168375709,315210
167594944,315210
168833701,315210
167642780,315210
167713102,1551360
167088304,1551360
167028354,1551360
167102416,1551360
168226759,1551360
166839611,1551360
167062540,1551360
167671729,1551360
167763560,1551360
166878829,1551360
168510248,1551360
167413247,1551360
167011451,1551360
167652195,1551360
168353080,1551360
167675476,1551360
167172770,1551360
168936471,1551360
167641504,1551360
168229360,1551360
167512436,1649240
167158657,1649240
167800192,1649240
168613668,1649240
168099189,1649240
168168776,1649240
167370572,1649240
168822205,1649240
168324544,1649240
168135871,1649240
168036871,1649240
166910513,1649240
166889764,1649240
167352008,1649240
167881437,1649240
168465365,1659420
167136874,1659420
166936418,1659420
167885438,1659420
166859122,1659420
168366855,1659420
168290024,1659420
168552959,1659420
168821190,1659420
168717760,1659420
169177789,1659420
169158165,1659420
168893691,1659420
167458838,1659420
167161117,1659420
166848762,1659420
168389789,1659420
168116900,1659420
168039165,1659420
168614217,1659420
167641055,292030
167297215,292030
167391510,292030
166927808,292030
167740781,292030
168784533,292030
166851786,292030
167798396,292030
166983890,292030
168388230,292030
167274449,292030
168669256,292030
167095601,292030
169071588,292030
168191329,292030
168550390,292030
169139272,292030
169050959,292030
169049763,292030
169038835,292030
167557037,1895880
168436796,1895880
166978789,1895880
168372059,1895880
168498026,1895880
166886559,1895880
167496382,1895880
168271061,1895880
168523375,1895880
168254123,1895880
167237114,1895880
168155212,1895880
169130866,1895880
168983653,1895880
168126729,1895880
168370667,1895880
167755200,1895880
167590867,1895880
168622233,1895880
168756100,1895880
167551178,1817070
167131569,1817070
166956313,1817070
167714927,1817070
168019753,1817070
168311183,1817070
168716705,1817070
169110883,1817070
167894037,1817070
166918938,1817070
167993952,1817070
167660821,1817070
167811836,1817070
167242612,1817070
168078552,1817070
168936091,1817070
168556418,1817070
168909629,1817070
168374367,1817070
169110298,1817070
166892334,1840080
167018860,1840080
168383084,1840080
168561812,1840080
168604220,1840080
168998853,1840080
168135150,1840080
168110435,1840080
169110344,1840080
167691172,1840080
168333430,1840080
168447813,1840080
167711183,1840080
168188773,1840080
167373163,1840080
167729620,1840080
167361250,1840080
168457687,1840080
168406979,1840080
168807609,1840080
166974032,2379780
167145238,2379780
167022923,2379780
167171334,2379780
167869219,2379780
167545232,2379780
167560142,2379780
167549693,2379780
167607128,2379780
168718735,2379780
168470140,2379780
168266152,2379780
168052173,2379780
167415156,2379780
169100075,2379780
168558845,2379780
168746091,2379780
168818197,2379780
167969545,2379780
168455213,2379780
168991179,894020
168454564,894020
168602055,894020
167924602,894020
168831266,894020
168737464,894020
169063809,894020
168884602,894020
168256238,894020
167525600,894020
167398694,894020
167324230,894020
167181599,894020
168755746,894020
168818501,894020
168788891,894020
168727861,1259420
166841295,1259420
168061270,1259420
167366427,1259420
166855402,1259420
168430752,1259420
167811973,1259420
168752049,1259420
167626516,1259420
168167714,1259420
167507603,1259420
169103666,1259420
168819299,1259420
168476744,1259420
168348722,1259420
168141516,1259420
168036292,1259420
167892228,1259420
167692462,1259420
167228148,1259420
168075487,105600
167141366,105600
167350259,105600
167831588,105600
167626717,105600
166880777,105600
168443820,105600
168704860,105600
166944206,105600
168713085,105600
168722280,105600
166981378,105600
167098563,105600
167526056,105600
168961234,105600
168881990,105600
168869423,105600
168765947,105600
168706661,105600
168672932,105600
168359617,227300
167320295,227300
167141602,227300
168772719,227300
167961396,227300
168559732,227300
167358698,227300
166910604,227300
167290353,227300
168352352,227300
167265224,227300
168889766,227300
167304996,227300
169209671,227300
169138024,227300
168930491,227300
168596352,227300
168563457,227300
168450134,227300
168729649,227300
167674689,1144200
167255985,1144200
168483285,1144200
168686172,1144200
167278650,1144200
167378718,1144200
168647367,1144200
167955999,1144200
168557180,1144200
168408859,1144200
167478183,1144200
169142021,1144200
167169553,1144200
168493924,1144200
168803091,1144200
168469674,1144200
169030816,1144200
168847505,1144200
167813836,1144200
169182855,1144200
168187070,589780
166913983,589780
167058628,589780
166861158,589780
167852320,589780
167903757,589780
168078613,589780
169001327,589780
167701934,589780
168061629,589780
168178149,589780
167209410,1623730
167382864,1623730
168060712,1623730
168128820,1623730
167476339,1623730
166979213,1623730
168384607,1623730
168529795,1623730
167426051,1623730
168938391,1623730
167953864,1623730
168406234,1623730
168553722,1623730
168952635,1623730
168663891,1623730
169142351,1623730
168936287,1623730
168557730,1623730
168916814,1623730
169107975,1623730
167531549,374320
167632289,374320
167724620,374320
167160143,374320
168233760,374320
168300620,374320
167746413,374320
169080182,374320
168511334,374320
166892002,374320
168017478,374320
167952925,374320
168793213,374320
168497721,374320
167949488,374320
169005188,374320
168381574,374320
167786926,374320
168795998,374320
168346722,374320
167186521,1364780
168301998,1364780
166912947,1364780
166892604,1364780
167635760,1364780
167363579,1364780
167139445,1364780
168003600,1364780
168039540,1364780
167042252,1364780
168316365,1364780
168282994,1364780
166983704,1364780
168741448,1364780
168956485,1364780
168818836,1364780
167017708,1364780
168362287,1364780
167853568,1364780
168972958,1364780
168190142,1872680
167674905,1872680
169110068,1872680
168228095,1872680
167849352,1872680
167203407,1872680
167428415,1872680
168283954,1872680
167065035,108600
167255073,108600
167451228,108600
167459701,108600
168031522,108600
166898999,108600
168284564,108600
167865380,108600
168466668,108600
169127403,108600
168177159,108600
168901107,108600
167740046,108600
167921195,108600
168869230,108600
168168627,108600
169054454,108600
168875989,108600
168527212,108600
168395512,108600
165593498,564050
167653902,564050
168149856,1774580
167119346,1774580
168469451,1774580
166974255,1774580
168357818,1774580
167923465,1774580
168924707,1774580
168696010,1774580
168660270,1774580
167921765,1774580
168405090,1774580
168942432,1774580
167615539,1774580
168190897,1774580
168468549,1774580
168932987,1774580
168798851,1774580
168358409,1774580
167851764,1774580
169102750,1774580
167933576,1462040
168765256,1462040
168213853,1462040
167575760,1462040
167816830,1462040
167012350,1462040
167555603,1462040
167714961,1462040
168456596,1462040
167099725,1462040
168778615,1462040
168651076,1462040
168572564,1462040
168367594,1462040
168640787,1462040
168497374,1462040
168566198,1462040
167058186,1462040
169039233,1462040
168685777,1462040
167182596,2161700
167607473,2161700
167899175,2161700
168416316,2161700
168688708,2161700
167510432,2161700
167108573,2161700
168488079,2161700
167141019,2161700
168471081,2161700
168814970,2161700
168609109,2161700
168447769,2161700
169106264,2161700
168397253,2161700
168106580,2161700
168427240,2161700
169111103,2161700
167368135,2161700
167689976,2161700
167701713,586200
167943074,586200
168354996,586200
167055924,586200
168641995,586200
167998686,586200
169130911,586200
167036919,1687950
168024864,1687950
167805769,1687950
167378985,1687950
168699950,1687950
168119589,1687950
167985799,1687950
168354782,1687950
167098769,1687950
169172841,1687950
167424721,1687950
167450460,1687950
167709505,1687950
169100113,1687950
168882023,1687950
168713092,1687950
168423362,1687950
168280836,1687950
167037037,1687950
166858092,1687950
167119472,1924430
167656240,1924430
168899600,1924430
167056212,1924430
169105725,1924430
169024181,1924430
167261829,1924430
168189525,1924430
167042580,1924430
167361589,1924430
166976784,1924430
167092671,1716740
167087285,1716740
167279201,1716740
167289470,1716740
167139135,1716740
167439092,1716740
167483176,1716740
168169991,1716740
167594631,1716740
166956769,1716740
167629835,1716740
167098388,1716740
167040707,1716740
167071153,1716740
167497192,1716740
167116342,1716740
167450733,1716740
167332380,1716740
167482707,1716740
167171775,1716740
167029831,2008920
167718197,2008920
167490027,2008920
167305263,2008920
166973418,2008920
168594538,2008920
167186621,2008920
168732885,2008920
169190928,2008920
168073589,2008920
169040069,2008920
168721658,2008920
167890319,2008920
167712352,2008920
167598215,2008920
167511021,2008920
167470298,2008920
167462378,2008920
167404519,2008920
166976758,2008920
167859386,534380
167169926,534380
168444003,534380
168218209,534380
168244612,534380
168191235,534380
168737636,534380
167254671,534380
168103992,534380
168218531,534380
168373971,534380
168297960,534380
168245811,534380
168144982,534380
168554571,534380
168442116,534380
168335071,534380
168634956,534380
167140748,534380
166841106,534380
167238171,548430
167075902,548430
167547449,548430
168670670,548430
167836553,548430
167570232,548430
167721853,548430
167562121,548430
167521125,548430
169106258,548430
167321717,548430
168941171,548430
168302500,548430
167737590,548430
168128720,548430
168277548,548430
167581662,548430
169044499,548430
167451788,548430
167437553,548430
167342768,1676130
167964437,1676130
167824842,1676130
166780716,1154670
166954197,1154670
166942194,1154670
168285298,1954200
167820354,1954200
167003856,1954200
167545287,1954200
168422148,1954200
168815960,1954200
168184229,1954200
167967741,1954200
169179412,1954200
169230957,1954200
169032754,1954200
168679443,1954200
168514388,1954200
168492933,1954200
168487592,1954200
168304466,1954200
167663482,1954200
168047851,1954200
167529145,1954200
167205903,1954200
168229710,435150
167972895,435150
168517554,435150
168902739,435150
167513353,435150
167425763,435150
168515436,435150
168134567,435150
168309612,435150
168920904,435150
167872176,435150
169205847,435150
167943618,435150
167484911,435150
167114846,435150
169196890,435150
169027077,435150
168851739,435150
168524021,435150
168365015,435150
167226330,1371980
168390509,1371980
168738284,1371980
167553089,1371980
166946497,1371980
168652174,1371980
167422440,1371980
169182301,1371980
167940763,1371980
169022800,1371980
168638855,1371980
168401130,1371980
169109968,1371980
168246902,1371980
168304174,1371980
167561338,1371980
169011371,1371980
167258849,1371980
169096126,1371980
169225647,1371980
167808983,239140
167174571,239140
166841068,239140
167135701,239140
168236251,239140
168191034,239140
167296453,239140
168467515,239140
168097250,239140
168614944,239140
168362004,239140
167681708,239140
168744103,239140
167232171,239140
166954343,239140
167969641,239140
166908659,239140
168704648,239140
167078316,239140
168004686,239140
168545271,704000
167978405,704000
167602176,1887840
167060290,1887840
167053324,1887840
168344464,1887840
167818885,1887840
167502322,1887840
168363572,1887840
168895868,1887840
168735795,1887840
166965379,1887840
168745827,1887840
169024365,1887840
169000539,1887840
168314680,1887840
168013609,1887840
167744248,1887840
167526572,1887840
167111133,1887840
167788086,1887840
168587958,1887840
168346243,632470
168374627,632470
166966748,632470
167933505,632470
168595036,632470
168641502,632470
168590384,632470
168345944,632470
168457251,632470
167074222,632470
168586261,632470
168708689,632470
168348123,632470
168888474,632470
168591774,632470
168556670,632470
168600610,632470
168363333,632470
168367289,632470
168958340,632470
166846304,1272320
168726277,1272320
168871082,1272320
167302223,1272320
167147720,1272320
168669383,1272320
168119796,1272320
168006035,1272320
167060119,874260
169099431,874260
168226179,874260
167220374,874260
169113362,874260
168713706,874260
167162727,2479810
167516167,2479810
